Ticker,Pair Ticker,Mape Value,MAPE_Diff,Pair Mape
KLAC,APH,3.139092882517129,0.3046619047816326,2.8344309777354963
FSLR,NOW,2.7552572761676277,0.07964725368825532,2.834904529855883
IBM,KEYS,1.6738788607153636,1.16234131971474,2.8362201804301037
TER,IBM,2.888012907444673,0.051651720443127935,2.836361187001545
AVGO,IBM,3.0258176809378923,0.18853030506198643,2.837287375875906
INTC,IBM,10.603815942928815,7.766447866298277,2.837368076630538
CSCO,TXN,2.759847509248003,0.07816850845085144,2.8380160176988545
AKAM,FICO,6.020539805294995,3.180314346948406,2.8402254583465893
STX,PANW,3.8927785927274203,1.0491585453153682,2.843620047412052
TRMB,AMAT,3.7158311433298037,0.8720667421424868,2.843764401187317
QCOM,NVDA,2.879957102643751,0.03614791081310553,2.8438091918306454
MSI,IBM,2.5578823667382116,0.2872427694161379,2.8451251361543495
CSCO,INTU,2.759847509248003,0.08664197535368467,2.8464894846016877
AKAM,AVGO,6.020539805294995,3.172722737770023,2.8478170675249723
ENPH,ACN,7.447449492364927,4.598581848258204,2.8488676441067233
APH,FTNT,1.995950905165686,0.8537794152601332,2.8497303204258193
TER,MSI,2.888012907444673,0.03649276074612917,2.851520146698544
ACN,FSLR,1.9468629142206837,0.9056030663543371,2.8524659805750208
AKAM,CDW,6.020539805294995,3.1680306665211284,2.852509138773867
QCOM,ANET,2.879957102643751,0.02662030080051947,2.8533368018432315
TRMB,KLAC,3.7158311433298037,0.8604062786822704,2.8554248646475333
MPWR,KEYS,3.380903050735077,0.5253177847914827,2.8555852659435943
ACN,TER,1.9468629142206837,0.90896904271049,2.8558319569311736
QCOM,FSLR,2.879957102643751,0.023781880201564132,2.856175222442187
ANET,JNPR,3.05937788558553,0.2031092709959057,2.856268614589624
HPQ,TER,2.129533095192412,0.7274113702227059,2.856944465415118
FICO,ANET,1.9505316636986891,0.9069557354566546,2.8574873991553438
NOW,TRMB,2.797180042416524,0.061083274982243196,2.8582633173987673
AAPL,NOW,1.4409123203580902,1.417997743920702,2.8589100642787924
ROP,GLW,3.580481743711221,0.7210127013724694,2.8594690423387514
JBL,NOW,1.8143173922707578,1.0467989595365113,2.861116351807269
KEYS,QCOM,2.576695208754098,0.28448134563249994,2.861176554386598
APH,INTU,1.995950905165686,0.8660709442311734,2.8620218493968594
CSCO,ON,2.759847509248003,0.10246909597559561,2.8623166052235987
ON,CTSH,2.5683448768622257,0.294499826218249,2.8628447030804747
GEN,FSLR,5.8771104142912725,3.013657784950921,2.8634526293403515
TEL,NVDA,2.173030530303121,0.6910393040473295,2.8640698343504507
TRMB,JBL,3.7158311433298037,0.8513200336958011,2.8645111096340026
ADI,NOW,2.343397302791083,0.5213891939767348,2.8647864967678176
